Id,Frequency of C - C at topological distance 3,Moriguchi octanol-water partition coeff. (logP),squared Moriguchi octanol-water partition coeff. (logP^2),molecular multiple path count of order 9,path/walk 3 - Randic shape index,largest eigenvalue n. 2 of Burden matrix weighted by mass,normalized leading eigenvalue from augmented edge adjacency mat. weighted by dipole moment,Balaban V index,all-path Wiener index,first Zagreb index by Madan vertex degrees,BindingClass
e889,17,1.715,2.94,4.899,0.325,3.802,0.184,0.221,4841,111.22,inactive
e890,6,-0.412,0.17,4.304,0.375,3.659,0.215,0.369,2169,111.753,inactive
e891,12,2.728,7.443,6.045,0.311,3.82,0.159,0.247,4522,122.886,inactive
e892,3,-3.057,9.346,0,0.307,3.511,0.34,0.469,352,58.619,inactive
e894,12,3.921,15.375,3.911,0.275,3.812,0.21,0.403,744,214.963,inactive
e895,0,0.087,0.008,0,0.277,2.798,0.432,0.793,79,28.775,inactive
e896,6,-1.404,1.97,5.198,0.379,3.675,0.191,0.355,2467,113.944,inactive
e1386,37,1.527,2.333,7.297,0.398,3.666,0.155,0.263,49168,161.598,inactive
e899,3,-2.581,6.662,1.386,0.29,3.509,0.311,0.606,312,61.757,inactive
e900,10,2.224,4.946,3.841,0.304,3.478,0.25,0.466,640,64.57,inactive
e901,29,3.508,12.305,7.082,0.377,3.729,0.204,0.311,9722,104.387,inactive
e903,9,1.01,1.021,3.841,0.322,3.602,0.288,0.451,699,75.892,inactive
e904,12,-1.215,1.476,2.944,0.292,3.649,0.207,0.37,1400,95.723,inactive
e906,12,2.448,5.994,5.49,0.294,3.818,0.167,0.308,1814,113.889,inactive
e907,4,-3.601,12.968,0,0.234,3.476,0.364,0.682,184,55.253,inactive
e908,23,2.895,8.382,6.487,0.344,3.76,0.176,0.303,5050,98.775,inactive
e911,11,2.591,6.714,6.321,0.37,3.768,0.216,0.325,4645,114.755,inactive
e912,16,2.648,7.014,4.91,0.314,3.647,0.186,0.326,2028,82.185,inactive
e2364,2,0.468,0.219,0,0.25,2.687,0.333,0.684,90,25.388,inactive
e915,11,-6.078,36.944,3.091,0.23,3.693,0.197,0.548,1078,105.287,inactive
e917,20,1.873,3.507,4.967,0.332,3.854,0.134,0.23,4798,121.352,inactive
e918,13,1.264,1.598,4.59,0.336,3.571,0.218,0.37,1417,74.681,inactive
e919,26,3.827,14.642,5.088,0.333,3.706,0.162,0.256,4116,116.85,inactive
e920,31,3.04,9.244,6.692,0.348,3.773,0.146,0.284,8376,121.506,inactive
e922,11,2.777,7.711,3.992,0.289,3.627,0.225,0.429,857,91.677,inactive
e925,10,2.286,5.224,5.609,0.338,3.798,0.285,0.304,2588,103.919,inactive
e3214,0,-0.81,0.656,0,0.267,2.836,0.767,1.088,29,28.532,inactive
e928,18,1.157,1.339,7.137,0.36,3.826,0.196,0.274,5578,111.153,inactive
e929,20,3.178,10.1,6.192,0.301,3.916,0.153,0.318,2235,160.674,inactive
e930,5,1.83,3.35,0,0.334,3.644,0.291,0.496,611,86.937,inactive
e931,0,-0.816,0.666,0,0.2,2.634,0.959,1.106,18,21.041,inactive
e933,21,1.289,1.661,5.388,0.361,3.88,0.177,0.245,9569,189.939,inactive
e934,10,1.664,2.77,2.784,0.336,3.485,0.272,0.486,466,57.491,inactive
e937,28,2.181,4.756,6.124,0.372,3.907,0.165,0.231,19419,205.313,inactive
e939,11,-3.898,15.194,4.344,0.393,3.727,0.165,0.331,4725,149.229,inactive
e940,21,1.361,1.851,5.851,0.376,3.9,0.177,0.25,11889,191.268,inactive
e941,5,1.315,1.73,0,0.324,3.645,0.255,0.498,879,87.595,inactive
e942,22,3.5,12.249,6.004,0.308,3.747,0.169,0.315,2491,100.958,inactive
e943,7,0.204,0.042,2.151,0.335,3.319,0.267,0.513,511,63.005,inactive
e944,8,0.759,0.576,3.841,0.268,3.553,0.284,0.413,601,65.676,inactive
e945,5,0.978,0.957,0,0.333,3.079,0.339,0.582,247,43.543,inactive
e946,9,3.376,11.395,6.565,0.365,6.867,0.244,0.435,1380,203.566,inactive
e947,8,1.21,1.464,2.784,0.35,3.413,0.282,0.534,605,70.415,inactive
e948,5,0.721,0.52,3.596,0.285,3.513,0.273,0.42,594,65.044,inactive
e949,40,2.66,7.075,7.787,0.398,3.773,0.143,0.256,55671,169.91,inactive
e951,12,2.993,8.956,5.476,0.326,10.692,0.179,0.48,2110,561.359,inactive
e952,8,0.568,0.323,6.104,0.322,4.687,0.207,0.323,5173,234.02,inactive
e954,26,3.712,13.782,4.907,0.328,3.674,0.162,0.286,3118,115.949,inactive
e956,16,1.449,2.099,4.634,0.313,3.647,0.18,0.311,1992,100.438,inactive
e958,18,2.599,6.755,6.448,0.322,3.714,0.127,0.202,6826,120.178,inactive
e959,8,1.097,1.203,3.894,0.312,3.492,0.239,0.424,637,65.086,inactive
e960,14,2.982,8.893,5.922,0.313,3.813,0.177,0.27,3361,110.904,inactive
e961,17,3.064,9.385,4.436,0.324,3.716,0.195,0.29,2245,92.185,inactive
e962,6,0.715,0.511,0,0.256,3.414,0.343,0.802,211,58.696,inactive
e963,21,3.184,10.135,7.886,0.352,3.832,0.18,0.275,6983,126.001,inactive
e964,0,-2.349,5.516,0,0.286,2.928,0.629,1.159,42,74.406,inactive
e965,21,1.225,1.501,5.341,0.366,3.868,0.183,0.243,9067,180.899,inactive
e966,0,-1.497,2.24,0,0.282,3.458,0.458,0.681,122,85.136,inactive
e967,29,0.872,0.76,6.635,0.365,3.982,0.096,0.149,63753,319.431,inactive
e968,21,2.892,8.365,6.97,0.373,3.686,0.21,0.342,4658,92.207,inactive
e969,22,2.83,8.009,6.667,0.368,3.791,0.195,0.281,5693,109.086,inactive
e970,7,-3.655,13.356,2.944,0.298,3.649,0.201,0.638,969,113.557,inactive
e971,3,-3.524,12.42,0,0.18,3.224,0.535,0.932,66,40.204,inactive
e972,8,1.649,2.719,0,0.343,3.65,0.24,0.517,1022,93.595,inactive
e973,1,-1.057,1.118,0,0.247,3.193,0.516,0.82,71,37.226,inactive
e974,11,1.11,1.232,5.859,0.342,3.527,0.247,0.392,1647,82.739,inactive
e975,5,0.715,0.511,2.303,0.217,3.506,0.327,0.553,268,54.363,inactive
e976,30,-0.586,0.343,6.09,0.354,3.826,0.158,0.255,6121,147.742,inactive
e977,26,3.856,14.87,5.909,0.328,3.729,0.164,0.286,3118,115.949,inactive
e979,13,-0.421,0.177,3.989,0.315,3.56,0.179,0.309,4247,130.894,inactive
e980,4,-2.222,4.937,0,0.381,3.242,0.326,0.569,496,72.282,inactive
e982,14,3.933,15.469,4.849,0.337,6.867,0.176,0.314,2411,224.85,inactive
e983,17,1.404,1.971,6.393,0.358,4.125,0.119,0.174,37704,293.364,inactive
e984,14,1.95,3.802,5.906,0.303,3.763,0.144,0.286,2992,110.316,inactive
e985,3,-0.368,0.135,0,0.294,3.46,0.473,0.526,295,75.764,inactive
e986,8,-0.238,0.057,4.511,0.365,3.664,0.202,0.343,2549,109.257,inactive
e987,5,1.393,1.941,0,0.194,3.442,0.37,0.71,139,45.795,inactive
e988,33,-2.254,5.078,7.505,0.374,3.839,0.078,0.145,122298,276.626,inactive
e991,3,-3.328,11.079,0,0.403,3.214,0.356,0.605,486,72.622,inactive
e992,10,1.958,3.833,6.019,0.314,3.927,0.195,0.264,4667,169.353,inactive
e993,10,1.382,1.91,2.944,0.32,6.878,0.234,0.398,1084,190.388,inactive
e994,11,2.525,6.374,4.303,0.297,3.56,0.222,0.375,1177,76.784,binder
e996,6,1.466,2.148,0,0.27,3.404,0.332,0.482,409,58.636,inactive
e999,2,-0.081,0.007,0,0.219,3.178,0.701,0.666,56,43.82,inactive
e1000,25,2.843,8.083,5.251,0.351,3.745,0.16,0.248,5455,140.493,inactive
e1002,1,-0.44,0.193,0,0.284,3.374,0.484,0.612,182,55.968,inactive
e1003,72,-2.105,4.433,8.856,0.382,3.982,0.057,0.138,1234645,400.043,inactive
e1006,2,-0.755,0.571,0,0.249,3.338,0.458,0.726,104,41.226,inactive
e1007,26,3.771,14.218,5.815,0.332,3.854,0.157,0.258,4560,123.086,inactive
e1008,11,1.191,1.418,4.904,0.306,3.699,0.217,0.294,1892,92.017,inactive
e1010,31,5.108,26.09,7.436,0.351,3.924,0.117,0.157,39703,187.788,inactive
e1012,9,-2.202,4.85,1.099,0.364,3.321,0.245,0.524,749,77.604,inactive
e1014,11,1.406,1.976,6.091,0.293,3.665,0.151,0.268,5089,132.949,inactive
e1016,17,1.251,1.565,6.772,0.325,4.076,0.182,0.234,8165,168.405,inactive
e1017,37,4.195,17.597,7.745,0.341,3.954,0.086,0.152,72412,251.057,inactive
e1018,16,0.329,0.108,5.965,0.34,4.087,0.158,0.233,10044,209.789,inactive
e1019,31,4.152,17.238,7.303,0.335,3.824,0.115,0.213,16493,175.773,inactive
e1020,23,4.515,20.39,4.707,0.336,3.801,0.192,0.358,1686,115.268,inactive
e1021,40,-4.06,16.487,7.783,0.354,3.843,0.068,0.159,168616,324.591,inactive
e1022,30,2.503,6.266,5.343,0.338,3.843,0.121,0.222,13164,173.644,inactive
e1024,19,1.09,1.189,6.649,0.314,3.719,0.16,0.233,7510,121.279,inactive
e1025,6,0.796,0.633,3.726,0.316,3.487,0.293,0.518,589,74.86,inactive
e1027,23,2.878,8.281,6.419,0.332,3.953,0.135,0.23,9954,162.484,inactive
e1029,8,1.147,1.315,2.784,0.307,3.645,0.312,0.475,519,70.115,inactive
e1030,6,1.246,1.553,3.434,0.317,3.586,0.218,0.371,1495,99.328,inactive
e1031,6,1.773,3.144,0,0.378,3.605,0.32,0.6,395,89.196,inactive
e1032,16,4.829,23.319,6.529,0.329,4.079,0.144,0.217,6682,202.202,binder
e1033,21,2.093,4.381,5.793,0.378,3.575,0.217,0.329,7901,107.944,binder
e1034,29,4.177,17.451,7.058,0.339,3.937,0.126,0.211,19623,168.284,inactive
e1035,17,2.183,4.764,5.901,0.309,3.803,0.245,0.339,2056,125.758,inactive
e1036,16,-0.26,0.068,4.997,0.309,3.914,0.185,0.297,8309,194.981,inactive
e1037,19,2.015,4.061,7.25,0.349,3.8,0.13,0.216,18333,176.318,inactive
e1038,6,1.224,1.499,0,0.248,3.396,0.361,0.769,172,49.122,inactive
e1041,50,2.813,7.914,8.486,0.378,3.912,0.088,0.119,437570,273.234,binder
e1044,46,7.94,63.045,6.609,0.3,3.823,0.092,0.096,105700,312.177,inactive
e1046,8,1.629,2.654,0,0.273,3.427,0.26,0.466,409,53.131,inactive
e1047,9,1.329,1.767,0,0.333,3.144,0.259,0.505,516,62.636,inactive
e1050,0,2.352,5.53,0,0.226,3.594,0.461,0.58,120,92.405,inactive
e1052,19,2.411,5.811,7.73,0.344,4.035,0.161,0.241,12069,202.391,inactive
e1053,11,1.734,3.006,4.979,0.294,3.434,0.22,0.482,1267,97.492,inactive
e1054,54,5.227,27.321,6.203,0.39,3.859,0.113,0.179,113163,195.14,inactive
e1055,2,-2.103,4.421,0,0.349,3.242,0.353,0.861,125,49.19,inactive
e1056,35,2.207,4.872,5.366,0.394,3.784,0.143,0.27,11015,149.514,binder
e1057,10,-1.175,1.382,5.146,0.355,3.734,0.178,0.317,2958,114.49,inactive
e1058,11,2.357,5.558,0,0.326,3.384,0.343,0.544,399,54.104,inactive
e1060,57,6.786,46.053,5.981,0.376,3.801,0.117,0.202,40984,170.104,inactive
e1061,1,-0.745,0.555,0,0.327,2.985,0.462,0.678,164,45.543,inactive
e1062,14,2.141,4.584,3.367,0.369,3.636,0.258,0.535,1071,104.516,inactive
e1063,15,2.871,8.244,5.714,0.291,3.763,0.159,0.302,2214,95.606,inactive
e1064,49,2.985,8.908,5.958,0.372,3.806,0.13,0.231,36913,176.739,inactive
e1065,12,1.956,3.826,3.446,0.334,3.54,0.257,0.479,555,63.852,inactive
e1067,7,1.977,3.907,0,0.347,3.269,0.329,0.566,399,58.532,inactive
e1069,25,4.358,18.992,6.774,0.352,3.567,0.202,0.399,1947,78,inactive
e1070,16,0.894,0.8,6.603,0.31,4.076,0.214,0.302,4097,144.038,inactive
e1073,57,6.918,47.864,6.676,0.326,3.891,0.088,0.172,22166,210.207,inactive
e1074,17,2.382,5.676,6.995,0.314,3.814,0.145,0.239,6380,112.437,inactive
e1075,29,3.3,10.891,6.882,0.334,3.792,0.16,0.265,7672,136.148,inactive
e1078,31,3.586,12.856,5.631,0.341,3.746,0.127,0.234,16392,159.167,binder
e1079,6,1.925,3.704,0,0.284,3.267,0.306,0.507,250,39.055,inactive
e1081,13,3.132,9.809,5.837,0.339,3.817,0.187,0.315,2892,107.064,inactive
e1082,6,-1.404,1.97,5.198,0.379,3.677,0.191,0.355,2467,112.812,inactive
e1083,1,-2.608,6.802,0,0.35,4.169,0.313,0.981,281,160.619,inactive
e1084,30,3.002,9.015,5.621,0.375,3.874,0.134,0.289,5987,154.585,inactive
e1085,13,1.569,2.461,2.565,0.385,3.467,0.272,0.544,936,88.917,inactive
e1086,57,8.957,80.235,6.558,0.316,3.869,0.089,0.171,18932,194,inactive
e1088,8,-0.035,0.001,2.784,0.373,3.207,0.278,0.554,506,62.703,inactive
e4189,11,2.755,7.591,5.364,0.33,10.692,0.188,0.504,1822,557.692,inactive
e1090,7,-0.022,0,5.878,0.295,4.02,0.299,0.376,1549,114.464,inactive
e1091,19,3.115,9.7,6.057,0.356,4.02,0.172,0.279,5472,155.419,inactive
e1094,19,-0.734,0.538,4.29,0.361,3.832,0.159,0.301,6105,175.024,inactive
e1095,10,0.547,0.299,5.815,0.375,3.628,0.189,0.289,5352,124.977,inactive
e1096,16,1.046,1.093,5.682,0.331,4.099,0.165,0.226,10977,200.98,inactive
e1097,3,-0.738,0.545,2.833,0.329,3.623,0.335,0.393,1251,87.682,inactive
e1098,18,3.344,11.184,6.275,0.332,3.807,0.206,0.312,4763,160.008,binder
e1101,21,2.318,5.374,5.049,0.336,3.67,0.195,0.351,2948,103.062,inactive
e1102,25,4.984,24.838,6.761,0.289,3.717,0.158,0.243,4999,109.748,inactive
e1103,8,-1.508,2.274,3.841,0.307,3.536,0.287,0.433,609,67.559,inactive
e578,12,1.223,1.496,4.853,0.292,3.665,0.15,0.263,3859,139.598,inactive
e1105,27,-6.173,38.102,5.631,0.387,3.822,0.078,0.17,69137,283.108,inactive
e1107,20,2.593,6.724,6.98,0.334,3.808,0.164,0.284,7530,122.166,inactive
e1109,8,2.351,5.526,0,0.27,3.41,0.332,0.482,409,56.532,inactive
e1112,19,6.802,46.271,2.708,0.241,3.615,0.09,0.4,2024,87.439,inactive
e1113,0,0.735,0.54,0,0.286,2.999,0.645,1.159,42,115.552,inactive
e1115,11,3.685,13.576,5.03,0.322,3.824,0.194,0.272,2214,97.735,inactive
e1116,7,2.654,7.044,3.27,0.298,3.452,0.305,0.437,492,57.867,inactive
e1117,13,4.539,20.603,2.398,0.239,3.634,0.234,0.427,1140,93.26,inactive
e1119,0,1.94,3.765,0,0.321,3.279,0.584,1.201,58,121.892,inactive
e1120,11,0.834,0.696,4.722,0.29,3.617,0.236,0.417,972,84.8,inactive
e1121,26,0.599,0.359,6.475,0.338,3.826,0.084,0.165,38828,266.21,inactive
e1122,4,0.868,0.754,3.841,0.263,3.447,0.315,0.431,412,54.849,inactive
e1123,17,0.565,0.319,5.164,0.36,3.65,0.176,0.328,3057,114.143,inactive
e1124,12,3.127,9.777,5.364,0.376,3.893,0.242,0.394,1535,234.619,inactive
e1125,18,1.917,3.674,4.742,0.368,3.652,0.246,0.39,1646,88.483,inactive
e1126,3,-2.889,8.346,0,0.403,3.116,0.292,0.605,486,72.622,inactive
e1127,11,1.622,2.63,0,0.295,3.458,0.294,0.522,472,67.536,inactive
e1128,4,0.809,0.655,3.611,0.349,3.577,0.257,0.383,1272,88.881,inactive
e1129,7,-0.155,0.024,0,0.402,3.332,0.332,0.589,575,74.917,inactive
e1130,39,3.616,13.073,7.647,0.337,3.781,0.136,0.216,16127,179.332,binder
e1131,8,2.26,5.109,6.601,0.362,3.361,0.212,0.405,1661,77.715,inactive
e1132,2,-0.349,0.122,0,0.264,3.487,0.456,0.74,136,61.175,inactive
e1133,40,6.674,44.538,6.464,0.315,3.74,0.112,0.2,13968,162.207,inactive
e1134,0,0.454,0.206,0,0.308,3.765,0.5,0.79,168,114.127,binder
e1135,2,-2.946,8.68,0,0.261,3.48,0.432,0.673,186,72.825,inactive
e1136,71,9.266,85.858,6.038,0.302,3.822,0.061,0.204,48241,293.964,inactive
e1137,13,1.759,3.095,4.331,0.388,3.623,0.247,0.399,1998,101.278,inactive
e1138,2,-2.055,4.224,0,0.279,3.521,0.512,0.758,102,55.056,inactive
e1139,0,-3.061,9.37,0,0.364,4.169,0.339,1.057,220,156.619,inactive
e1140,26,3.048,9.292,5.909,0.349,3.729,0.176,0.302,3276,126.717,inactive
e1142,15,3.296,10.867,4.123,0.304,3.71,0.211,0.417,1115,101.703,inactive
e1143,2,-2.055,4.224,0,0.279,3.59,0.466,0.758,102,135.053,inactive
e1146,4,-2.483,6.165,0,0.381,3.227,0.292,0.569,496,72.282,inactive
e1147,6,0.654,0.428,4.353,0.3,3.718,0.261,0.387,1313,132.036,inactive
e1148,10,1.732,3.001,4.888,0.286,3.495,0.267,0.403,652,65.307,inactive
e1149,26,3.88,15.054,5.909,0.328,3.792,0.197,0.286,3118,135.577,inactive
e1150,16,2.643,6.983,4.235,0.319,3.608,0.193,0.34,1726,95.492,inactive
e1154,13,2.538,6.443,6.214,0.337,4.099,0.176,0.304,2927,163.396,inactive
e4100,9,1.835,3.367,0,0.313,3.772,0.397,0.477,599,104.169,inactive
e1160,25,4.739,22.461,7.685,0.353,3.824,0.139,0.256,14881,145.873,binder
e1161,2,-2.055,4.224,0,0.31,3.159,0.536,0.964,65,37.455,inactive
e1162,5,-0.004,0,0,0.326,3.274,0.328,0.544,399,59.559,inactive
e1163,13,3.79,14.367,4.227,0.297,3.548,0.279,0.423,1078,94.738,inactive
e1164,19,1.344,1.807,5.76,0.32,3.885,0.142,0.173,14566,214.623,inactive
e1167,4,0.472,0.223,0,0.322,3.294,0.365,0.52,308,50.591,inactive
e1168,17,2.558,6.543,4.746,0.38,3.713,0.249,0.406,1676,101.344,inactive
e1170,21,2.707,7.329,6.771,0.319,3.708,0.132,0.252,5647,132.815,inactive
e1172,7,1.027,1.055,3.841,0.285,3.518,0.28,0.42,594,66.363,inactive
e1174,15,0.779,0.607,4.817,0.381,3.656,0.246,0.401,1899,98.917,inactive
e1175,7,1.249,1.559,1.609,0.321,3.55,0.293,0.484,725,86.995,inactive
e1176,25,1.51,2.28,7.568,0.355,4.027,0.131,0.203,32670,240.414,inactive
e1178,32,5.364,28.767,7.079,0.361,10.696,0.135,0.331,5401,387.311,inactive
e1179,17,5.534,30.624,2.833,0.244,3.624,0.16,0.417,2194,101.971,inactive
e914,11,0.709,0.503,4.505,0.267,3.852,0.239,0.372,1490,126.052,inactive
e1181,17,1.009,1.018,6.906,0.349,3.891,0.132,0.215,18022,183.059,inactive
e1183,8,0.762,0.581,5.597,0.337,3.691,0.159,0.239,5773,135.645,inactive
e1184,3,-2.705,7.315,0,0.354,4.169,0.255,0.536,730,179.45,inactive
e1185,18,0.982,0.964,5.5,0.364,3.859,0.177,0.237,8925,165.857,inactive
e1186,13,1.95,3.804,2.565,0.385,3.627,0.274,0.544,936,100.516,inactive
e1187,15,1.005,1.011,5.541,0.339,3.599,0.19,0.304,3880,94.888,inactive
e1188,37,2.759,7.614,7.15,0.364,3.958,0.106,0.148,98213,200.552,binder
e1189,34,3.615,13.071,7.52,0.356,3.981,0.112,0.181,40247,183.06,binder
e1190,20,0.156,0.024,6.854,0.321,3.99,0.154,0.277,12483,214.789,inactive
e1191,31,0.578,0.334,4.407,0.3,3.759,0.082,0.645,10287,251.976,inactive
e1192,9,1.932,3.734,3.446,0.271,3.473,0.237,0.42,521,57.519,inactive
e1193,9,0.308,0.095,2.303,0.384,3.476,0.33,0.451,1348,120.27,inactive
e1194,39,2.315,5.36,7.647,0.398,3.67,0.157,0.263,45235,152.046,inactive
e1195,11,0.575,0.331,5.604,0.357,3.491,0.22,0.378,2333,96.459,inactive
e1196,10,-0.454,0.206,5.305,0.348,3.718,0.179,0.292,3110,112.447,inactive
e1197,9,0.921,0.848,5.29,0.304,4.234,0.204,0.241,3986,185.279,inactive
e1198,22,2.927,8.566,6.124,0.293,3.716,0.163,0.274,2704,103.816,inactive
e1199,29,4.124,17.009,6.69,0.347,3.797,0.164,0.23,9622,131.3,inactive
e1200,14,2.092,4.375,3.367,0.301,3.66,0.154,0.274,3118,121.722,inactive
e1201,22,2.986,8.917,6.981,0.371,3.829,0.169,0.263,15484,123.924,inactive
e1202,20,1.449,2.099,5.732,0.328,3.844,0.159,0.22,12849,182.697,inactive
e1203,7,1.4,1.961,3.992,0.305,3.506,0.284,0.476,599,68.586,inactive
e1204,20,3.115,9.7,5.2,0.335,3.775,0.172,0.298,3811,110.683,inactive
e1205,9,1.797,3.229,5.455,0.317,3.821,0.247,0.291,2243,133.602,inactive
e1208,8,0.486,0.237,6.055,0.303,4.162,0.195,0.251,4206,190.776,inactive
e1209,23,-0.863,0.745,5.901,0.318,3.729,0.184,0.316,2960,126.412,inactive
e1210,16,2.49,6.201,5.107,0.311,3.851,0.195,0.256,3773,161.343,inactive
e1211,24,-0.669,0.448,6.667,0.336,3.78,0.168,0.278,4270,114.089,inactive
e1212,26,4.303,18.518,5.282,0.33,3.879,0.128,0.177,11431,149.951,inactive
e1213,24,2.685,7.207,5.457,0.306,3.852,0.135,0.218,12611,187.299,inactive
e1216,14,1.243,1.545,4.949,0.39,3.66,0.254,0.408,1563,93.396,inactive
e1217,26,2.45,6.005,6.943,0.345,3.733,0.158,0.299,10013,124.792,inactive
e1219,7,3.194,10.201,6.386,0.327,3.755,0.192,0.361,1969,121.642,inactive
e1220,24,3.304,10.92,7.415,0.322,3.878,0.132,0.199,13355,146.915,inactive
e1221,8,1.716,2.945,3.409,0.364,3.393,0.258,0.443,1086,67.578,inactive
e1222,18,4.433,19.649,5.981,0.34,10.692,0.181,0.314,2795,404.35,inactive
e1223,5,-2.133,4.548,4.808,0.348,4.169,0.24,0.512,952,181.313,inactive
e1225,10,1.98,3.921,3.596,0.283,3.507,0.248,0.425,500,55.271,inactive
e1226,9,1.719,2.955,6.874,0.349,4.727,0.304,0.412,2187,278.903,inactive
e1231,19,2.634,6.937,4.824,0.319,3.715,0.182,0.288,2950,98.35,inactive
e1232,18,3.579,12.808,6.377,0.339,3.892,0.165,0.254,4176,133.647,inactive
e1234,9,3.105,9.639,0,0.255,3.608,0.274,0.466,493,74.879,inactive
e1235,10,1.669,2.786,3.791,0.293,3.545,0.211,0.368,909,71.595,inactive
e1236,16,4.411,19.458,4.955,0.31,3.844,0.169,0.265,2427,103.24,inactive
e1237,12,2.837,8.047,3.446,0.302,3.53,0.25,0.448,486,55.748,inactive
e1238,12,0.812,0.659,3.045,0.297,3.667,0.213,0.283,1771,83.737,inactive
e1239,27,1.949,3.799,6.47,0.347,3.739,0.149,0.366,6567,155.78,inactive
e1240,9,1.426,2.033,4.275,0.362,3.771,0.278,0.451,1127,133.038,inactive
e1241,14,2.128,4.529,4.758,0.327,3.721,0.202,0.304,1975,90.35,inactive
e1243,3,-0.403,0.163,0,0.316,4.681,0.315,0.52,843,170.601,inactive
e1244,3,0.55,0.303,0,0.292,3.597,0.385,0.811,166,119.546,inactive
e1245,11,2.48,6.149,5.282,0.273,3.768,0.218,0.281,1218,82.099,inactive
e1246,8,3.981,15.85,5.614,0.333,6.88,0.2,0.3,2054,332.387,binder
e1247,10,1.331,1.77,4.123,0.263,3.49,0.26,0.404,786,72.696,inactive
e1248,13,2.959,8.753,3.726,0.263,3.509,0.26,0.404,786,68.428,inactive
e1249,19,2.89,8.352,6.373,0.329,3.873,0.192,0.335,2517,115.028,inactive
e1250,8,-0.941,0.886,4.262,0.311,3.664,0.209,0.282,1772,88.059,inactive
e1251,20,3.751,14.072,6.338,0.309,3.706,0.195,0.275,2655,91.867,inactive
e1252,18,2.687,7.218,5.998,0.362,3.984,0.133,0.2,14701,193.929,binder
e1253,7,1.89,3.572,3.992,0.303,3.808,0.261,0.435,735,221.273,inactive
e1254,3,1.032,1.065,0,0.265,3.542,0.328,0.65,298,64.363,inactive
e1255,7,2.11,4.451,4.393,0.287,3.581,0.252,0.387,772,83.341,inactive
e1256,7,-2.998,8.99,6.731,0.354,3.45,0.268,0.444,1148,70.37,inactive
e1257,9,0.505,0.255,5.232,0.3,3.544,0.207,0.319,2012,85.691,inactive
e1259,19,3.614,13.061,4.494,0.351,3.754,0.205,0.321,2288,115.03,inactive
e1260,46,10.02,100.401,4.277,0.257,3.656,0.067,0.454,22558,248.267,inactive
e1261,15,4.48,20.073,4.007,0.235,3.617,0.189,0.425,1313,80.428,inactive
e1262,3,-2.568,6.597,0,0.295,3.416,0.374,0.709,180,54.658,inactive
e1263,34,3.235,10.468,6.006,0.347,3.839,0.141,0.203,11920,152.564,inactive
e1267,8,1.789,3.202,6.414,0.313,3.589,0.192,0.293,3187,127.866,binder
e1268,7,0.693,0.481,5.829,0.335,3.779,0.234,0.317,2673,146.421,inactive
e1269,28,3.068,9.413,7.335,0.337,3.763,0.144,0.205,28005,209.765,inactive
e1270,25,3.803,14.464,5.72,0.324,3.812,0.146,0.252,5428,119.728,inactive
e1273,15,2.049,4.199,2.565,0.354,3.567,0.293,0.395,1170,73.441,inactive
e1274,20,2.858,8.171,4.549,0.33,3.829,0.157,0.201,6609,118.431,inactive
e1275,16,2.467,6.084,5.955,0.338,3.729,0.186,0.356,2014,139.449,inactive
e1276,11,0.365,0.133,4.84,0.317,3.823,0.162,0.247,3094,110.979,inactive
e1278,14,2.534,6.422,4.933,0.336,3.797,0.194,0.262,3873,98.613,inactive
e1279,17,2.385,5.687,5.561,0.344,3.604,0.202,0.332,3983,87.802,inactive
e1280,11,2.049,4.199,3.219,0.315,3.638,0.25,0.333,1407,72.185,inactive
e1281,17,0.931,0.866,5.164,0.36,3.735,0.186,0.328,3057,125.296,inactive
e1282,3,-1.329,1.767,0.693,0.368,3.22,0.319,0.512,647,65.293,inactive
e1283,16,3.017,9.102,5.511,0.305,3.823,0.165,0.237,4491,129.173,inactive
e1284,14,1.757,3.086,6.324,0.343,3.77,0.162,0.299,3088,105.807,inactive
e1285,4,-2.592,6.721,0,0.332,3.347,0.327,0.531,399,62.334,inactive
e1288,22,2.312,5.347,5.653,0.329,3.882,0.117,0.195,15033,179.48,inactive
e1290,20,3.542,12.545,6.614,0.363,3.794,0.205,0.297,4896,106.038,inactive
e1291,52,5.404,29.206,6.242,0.361,3.79,0.126,0.215,37587,168.207,inactive
e1293,6,-0.24,0.058,5.933,0.303,4.061,0.168,0.282,3076,139.476,inactive
e1294,6,0.074,0.005,5.943,0.343,4.687,0.238,0.374,3453,203.078,inactive
e1295,14,2.356,5.55,6.529,0.339,3.836,0.186,0.283,3772,138.527,inactive
e1296,19,3.788,14.352,5.959,0.316,3.973,0.136,0.219,7099,183.955,inactive
e1302,10,3.176,10.084,6.36,0.362,4.055,0.235,0.348,3219,204.142,inactive
e1303,8,2.376,5.644,6.294,0.339,3.965,0.143,0.263,6420,160.274,inactive
e1304,20,1.724,2.972,4.995,0.28,3.85,0.126,0.184,8388,144.501,inactive
e1305,18,1.659,2.753,4.919,0.311,3.851,0.135,0.2,5984,131.819,inactive
e1306,15,1.765,3.116,6.86,0.365,3.487,0.193,0.375,2360,89.254,inactive
e1307,2,0.822,0.676,0,0.287,3.518,0.353,0.771,216,143.48,inactive
e1310,20,3.206,10.28,7.064,0.311,3.492,0.185,0.355,3410,109.064,binder
e1311,14,3.651,13.326,5.03,0.297,3.796,0.179,0.283,1771,77.748,inactive
